282,AS47521,IPHOST .GR IpDomain,GR,0,2,2 hours, 36 minutes
283,AS34197,SHRD-AS,FR,0,1,2 hours, 37 minutes
284,AS200534,MSERWIS-AS,PL,0,2,2 hours, 37 minutes
285,AS44092,HALSERVICE,IT,0,1,2 hours, 38 minutes
286,AS23029,ESTREET,US,0,3,2 hours, 38 minutes
287,AS137143,MINNALNW-AS Minnal Digital Network P ... ,IN,0,2,2 hours, 38 minutes
288,AS8190,MDNX,GB,0,1,2 hours, 38 minutes
289,AS25098,NETCALIBRE,GB,0,1,2 hours, 42 minutes
290,AS138289,SMARTNET-AS-IN Smart Choice Wireless ... ,IN,0,1,2 hours, 42 minutes
291,AS39962,PRETECS,CA,0,2,2 hours, 43 minutes
292,AS135700,NRDATASERVICE-AS N R DATA SERVICE PV ... ,IN,0,1,2 hours, 43 minutes
293,AS265390,Topnet Telecom Servicos LTDA ME,BR,0,10,2 hours, 44 minutes
294,AS44679,BINBOX-GLOBAL-SERVICES,RO,0,10,2 hours, 45 minutes
295,AS138246,NETCLUES-AS-IN Netclues Technologies ... ,IN,0,5,2 hours, 46 minutes
296,AS64073,VETTA Vetta Online Ltd,NZ,0,1,2 hours, 47 minutes
297,AS267251,TELEFONARNET TELECOMUNICACOES,BR,0,3,2 hours, 48 minutes
298,AS138014,DAULATPUR1-AS-AP Daulatpur Online,BD,0,2,2 hours, 48 minutes
299,AS37357,SAINET,ZA,0,1,2 hours, 49 minutes
300,AS43503,HERBST-AS,DE,0,1,2 hours, 49 minutes
301,AS63442,SERVERFARM,US,0,1,2 hours, 49 minutes
302,AS39238,OKBPROGRESS Moscow  Russia,RU,0,1,2 hours, 50 minutes
303,AS42555,OPTIC-COM-EU,BG,0,8,2 hours, 53 minutes
304,AS41678,TIBUS,GB,0,1,2 hours, 54 minutes
305,AS266269,MV TELECOM,BR,0,4,2 hours, 54 minutes
306,AS200826,DAILY-SOL,RO,0,1,2 hours, 54 minutes
307,AS55341,ORANGEINFOCOM-IN-IN 51/A RACHNA MIDA ... ,IN,0,1,2 hours, 54 minutes
308,AS45785,TECHAVENUE-AP TechAvenue Malaysia,MY,6,3,2 hours, 54 minutes
309,AS268753,Florestawii Telecom Servicos de Comu ... ,BR,0,1,2 hours, 54 minutes
310,AS264310,MUNDIAL NET TELECOM - EPP,BR,0,1,2 hours, 55 minutes
311,AS264938,Online TELECOM,BR,0,1,2 hours, 55 minutes
312,AS22750,BCSNET,ZA,0,1,2 hours, 56 minutes
313,AS267621,IFIBER TELECOM,BR,0,1,2 hours, 56 minutes
314,AS6764,PERFTECH-SLOVENIA-AS PERFTECHSI-AS,SI,0,3,2 hours, 57 minutes
315,AS394256,CLOUDSINGULARITY,CA,0,1,2 hours, 58 minutes
316,AS36487,NEB-SANDHILLS-NET,US,0,1,2 hours, 59 minutes
317,AS17557,PKTELECOM-AS-PK Pakistan Telecommuni ... ,PK,0,1,2 hours, 59 minutes
318,AS21554,CYBERLYNK,US,1,4,3 hours, 0 minutes
319,AS133720,SOFTCALLCOC-AS SOFT CALL CUST-O-CARE ... ,IN,0,1,3 hours, 3 minutes
320,AS131299,TNPL-AS-AP tornado net private limit ... ,IN,0,1,3 hours, 4 minutes
321,AS43395,ERTEBATAT-DOORBORD-FARS impot export ... ,IR,0,1,3 hours, 4 minutes
322,AS132100,MSN-AS-AP Myanmar Speed Net Co. Ltd,MM,0,2,3 hours, 5 minutes
323,AS41055,NOVA-SAT-AS,RO,0,1,3 hours, 7 minutes
